utt_id,text,category,h,s,b,dimmer,tag
442,오늘 기분이 너무 좋아 환하게 켜줘,happy,5,55,62,29,happy
443,편안하게 차분한 불빛으로,calm,27,38,22,38,calm
444,오늘은 좀 슬퍼 차갑게,sad,42,66,90,26,sad
445,오늘 기분이 너무 좋아 환하게 켜줘,happy,318,57,42,59,happy
446,은은하고 따뜻하게,warm,316,81,47,49,warm
447,힘차게 켜줘,energetic,141,87,72,21,energetic
448,은은하고 따뜻하게,warm,173,32,80,86,warm
449,피곤해 불 꺼줘,sleepy,93,31,30,99,sleepy
450,피곤해 불 꺼줘,sleepy,223,57,38,62,sleepy
451,에너지 넘치게 환하게,energetic,230,100,77,59,energetic
452,포근하게 해줘,warm,216,90,39,88,warm
453,포근하게 해줘,warm,202,65,94,28,warm
454,너무 피곤하니 부드럽게 해줘,tired,214,82,100,92,tired
455,즐거우니 불을 환하게,happy,149,95,37,46,happy
456,편안하게 차분한 불빛으로,calm,186,72,89,50,calm
457,힘차게 켜줘,energetic,316,37,45,72,energetic
458,고요하게 낮춰줘,calm,164,77,72,95,calm
459,너무 졸려 불 조금만 줄여줘,sleepy,59,39,72,69,sleepy
460,잠 와서 어둡게 해줘,sleepy,161,54,52,93,sleepy
461,로맨틱하게 은은하게,romantic,304,69,60,79,romantic
462,너무 피곤하니 부드럽게 해줘,tired,256,61,89,58,tired
463,피곤하니 잔잔한 빛으로,tired,313,81,72,81,tired
464,활기차게 아침을 시작하고 싶어,energetic,99,37,91,76,energetic
465,즐거우니 불을 환하게,happy,168,47,49,22,happy
466,너무 피곤하니 부드럽게 해줘,tired,335,36,64,77,tired
467,편안하게 차분한 불빛으로,calm,332,87,59,59,calm
468,짜증나니까 빨갛게 바꿔,angry,316,98,82,38,angry
469,마음이 답답하고 우울해,sad,50,100,21,71,sad
470,오늘 기분이 너무 좋아 환하게 켜줘,happy,244,86,83,64,happy
471,낭만적인 분위기로 보라색 켜줘,romantic,276,38,31,49,romantic
472,화가 나서 강렬하게,angry,108,83,67,68,angry
473,오늘은 좀 슬퍼 차갑게,sad,247,43,76,90,sad
474,오늘은 좀 슬퍼 차갑게,sad,201,24,25,97,sad
475,오늘은 좀 슬퍼 차갑게,sad,280,84,41,36,sad
476,지쳐서 은은하게,tired,190,80,23,81,tired
477,따뜻한 느낌으로 편안하게,warm,154,24,56,89,warm
478,은은하고 따뜻하게,warm,37,98,29,100,warm
479,지쳐서 은은하게,tired,194,62,95,78,tired
480,즐거우니 불을 환하게,happy,319,50,66,32,happy
481,우울하니 파랗게,sad,148,35,30,92,sad
482,좀 차갑게 집중할 수 있게,focused,6,37,37,31,focused
483,편안하게 차분한 불빛으로,calm,320,68,30,77,calm
484,마음이 답답하고 우울해,sad,50,50,62,79,sad
485,지쳐서 은은하게,tired,357,46,96,72,tired
486,로맨틱하게 은은하게,romantic,360,66,31,39,romantic
487,너무 피곤하니 부드럽게 해줘,tired,39,26,54,69,tired
488,잠 와서 어둡게 해줘,sleepy,99,76,87,79,sleepy
489,너무 피곤하니 부드럽게 해줘,tired,54,84,49,79,tired
490,차갑고 선명한 빛으로,focused,152,80,78,51,focused
491,로맨틱하게 은은하게,romantic,66,32,58,23,romantic
492,마음이 답답하고 우울해,sad,355,81,93,83,sad
493,지쳐서 은은하게,tired,356,39,37,56,tired
494,좀 차갑게 집중할 수 있게,focused,156,89,40,52,focused
495,우울하니 파랗게,sad,250,55,38,82,sad
496,잠 와서 어둡게 해줘,sleepy,210,76,90,40,sleepy
497,화가 나서 강렬하게,angry,205,50,46,82,angry
498,피곤해 불 꺼줘,sleepy,106,81,49,92,sleepy
499,우울하니 파랗게,sad,161,33,77,66,sad
500,따뜻한 느낌으로 편안하게,warm,236,93,29,79,warm
501,짜증나니까 빨갛게 바꿔,angry,22,45,74,99,angry
502,분노가 치밀어 붉게,angry,44,53,40,78,angry
503,피곤하니 잔잔한 빛으로,tired,71,60,40,34,tired
504,로맨틱하게 은은하게,romantic,276,79,58,26,romantic
505,기분이 상쾌해 밝게 해줘,happy,47,76,67,92,happy
506,즐거우니 불을 환하게,happy,309,39,39,91,happy
507,우울하니 파랗게,sad,101,57,55,24,sad
508,분노가 치밀어 붉게,angry,144,35,66,57,angry
509,우울하니 파랗게,sad,274,89,62,78,sad
510,너무 졸려 불 조금만 줄여줘,sleepy,95,47,39,31,sleepy
511,오늘은 잔잔하고 조용하게,calm,245,53,91,31,calm
512,너무 졸려 불 조금만 줄여줘,sleepy,182,93,52,91,sleepy
513,오늘 기분이 너무 좋아 환하게 켜줘,happy,274,76,26,49,happy
514,오늘 기분이 너무 좋아 환하게 켜줘,happy,8,96,72,75,happy
515,고요하게 낮춰줘,calm,221,51,96,31,calm
516,포근하게 해줘,warm,331,54,77,87,warm
517,편안하게 차분한 불빛으로,calm,333,96,25,50,calm
518,즐거우니 불을 환하게,happy,217,34,76,79,happy
519,피곤해 불 꺼줘,sleepy,150,28,31,98,sleepy
520,분노가 치밀어 붉게,angry,266,56,83,41,angry
521,지쳐서 은은하게,tired,277,67,59,24,tired
522,낭만적인 분위기로 보라색 켜줘,romantic,231,82,97,36,romantic
523,우울하니 파랗게,sad,7,63,93,80,sad
524,힘차게 켜줘,energetic,36,70,70,94,energetic
525,지쳐서 은은하게,tired,147,29,51,99,tired
526,오늘 기분이 너무 좋아 환하게 켜줘,happy,333,76,60,86,happy
527,로맨틱하게 은은하게,romantic,253,75,72,98,romantic
528,오늘 기분이 너무 좋아 환하게 켜줘,happy,288,95,35,63,happy
529,오늘은 잔잔하고 조용하게,calm,335,69,81,20,calm
530,짜증나니까 빨갛게 바꿔,angry,180,100,42,58,angry
531,마음이 답답하고 우울해,sad,165,27,34,99,sad
532,화가 나서 강렬하게,angry,306,73,22,57,angry
533,즐거우니 불을 환하게,happy,51,26,20,68,happy
534,은은하고 따뜻하게,warm,233,63,22,80,warm
535,오늘은 잔잔하고 조용하게,calm,297,45,64,53,calm
536,오늘 기분이 너무 좋아 환하게 켜줘,happy,330,100,84,97,happy
537,은은하고 따뜻하게,warm,118,98,91,68,warm
538,짜증나니까 빨갛게 바꿔,angry,279,54,21,59,angry
539,에너지 넘치게 환하게,energetic,150,61,24,42,energetic
540,오늘은 좀 슬퍼 차갑게,sad,132,20,84,51,sad
541,피곤하니 잔잔한 빛으로,tired,79,46,60,57,tired
542,좀 차갑게 집중할 수 있게,focused,77,86,78,93,focused
543,우울하니 파랗게,sad,318,72,76,33,sad
544,은은하고 따뜻하게,warm,340,53,45,84,warm
545,우울하니 파랗게,sad,228,43,86,78,sad
546,분노가 치밀어 붉게,angry,51,52,56,74,angry
547,편안하게 차분한 불빛으로,calm,109,98,64,84,calm
548,오늘은 잔잔하고 조용하게,calm,20,20,26,58,calm
549,잠 와서 어둡게 해줘,sleepy,181,73,57,52,sleepy
550,힘차게 켜줘,energetic,11,61,20,48,energetic
551,편안하게 차분한 불빛으로,calm,230,73,65,99,calm
552,오늘은 좀 슬퍼 차갑게,sad,133,37,98,45,sad
553,피곤하니 잔잔한 빛으로,tired,179,70,95,44,tired
554,화가 나서 강렬하게,angry,94,56,58,84,angry
555,활기차게 아침을 시작하고 싶어,energetic,12,51,28,33,energetic
556,오늘은 좀 슬퍼 차갑게,sad,51,67,35,83,sad
557,은은하고 따뜻하게,warm,85,74,36,96,warm
558,너무 피곤하니 부드럽게 해줘,tired,14,96,58,47,tired
559,분노가 치밀어 붉게,angry,215,69,86,77,angry
560,활기차게 아침을 시작하고 싶어,energetic,8,48,83,71,energetic
561,짜증나니까 빨갛게 바꿔,angry,291,81,87,70,angry
562,피곤하니 잔잔한 빛으로,tired,253,81,30,88,tired
563,포근하게 해줘,warm,171,36,76,30,warm
564,에너지 넘치게 환하게,energetic,310,100,65,41,energetic
565,포근하게 해줘,warm,96,32,81,53,warm
566,분노가 치밀어 붉게,angry,347,80,71,21,angry
567,너무 피곤하니 부드럽게 해줘,tired,187,64,78,30,tired
568,화가 나서 강렬하게,angry,260,34,49,39,angry
569,오늘은 좀 슬퍼 차갑게,sad,58,39,58,70,sad
570,짜증나니까 빨갛게 바꿔,angry,323,79,41,56,angry
571,차갑고 선명한 빛으로,focused,236,93,95,57,focused
572,에너지 넘치게 환하게,energetic,214,64,67,30,energetic
573,좀 차갑게 집중할 수 있게,focused,309,95,52,52,focused
574,낭만적인 분위기로 보라색 켜줘,romantic,120,81,92,80,romantic
575,오늘 기분이 너무 좋아 환하게 켜줘,happy,323,62,99,21,happy
576,오늘은 좀 슬퍼 차갑게,sad,192,47,45,84,sad
577,즐거우니 불을 환하게,happy,16,54,59,76,happy
578,화가 나서 강렬하게,angry,13,79,87,42,angry
579,포근하게 해줘,warm,71,67,96,23,warm
580,좀 차갑게 집중할 수 있게,focused,191,35,78,88,focused
581,좀 차갑게 집중할 수 있게,focused,12,55,93,92,focused
582,잠 와서 어둡게 해줘,sleepy,110,88,40,80,sleepy
583,로맨틱하게 은은하게,romantic,72,30,58,23,romantic
584,화가 나서 강렬하게,angry,149,61,38,22,angry
585,너무 피곤하니 부드럽게 해줘,tired,19,89,92,98,tired
586,우울하니 파랗게,sad,24,47,58,46,sad
587,고요하게 낮춰줘,calm,151,40,90,58,calm
588,따뜻한 느낌으로 편안하게,warm,280,76,58,96,warm
589,분노가 치밀어 붉게,angry,251,49,93,45,angry
590,지쳐서 은은하게,tired,349,80,63,35,tired
591,마음이 답답하고 우울해,sad,151,79,32,72,sad
592,즐거우니 불을 환하게,happy,324,99,81,70,happy
593,마음이 답답하고 우울해,sad,76,42,26,84,sad
594,지쳐서 은은하게,tired,293,89,75,20,tired
595,고요하게 낮춰줘,calm,21,28,71,78,calm
596,로맨틱하게 은은하게,romantic,39,48,78,35,romantic
597,피곤해 불 꺼줘,sleepy,144,71,31,83,sleepy
598,편안하게 차분한 불빛으로,calm,26,92,82,66,calm
599,포근하게 해줘,warm,328,85,24,27,warm
600,오늘은 잔잔하고 조용하게,calm,183,64,33,29,calm
601,지쳐서 은은하게,tired,228,74,67,90,tired
602,오늘은 잔잔하고 조용하게,calm,75,60,29,59,calm
603,즐거우니 불을 환하게,happy,331,74,58,61,happy
604,우울하니 파랗게,sad,21,64,33,85,sad
605,마음이 답답하고 우울해,sad,214,69,60,70,sad
606,로맨틱하게 은은하게,romantic,326,84,72,20,romantic
607,편안하게 차분한 불빛으로,calm,175,58,46,96,calm
608,오늘은 좀 슬퍼 차갑게,sad,17,33,59,34,sad
609,고요하게 낮춰줘,calm,206,22,31,24,calm
610,편안하게 차분한 불빛으로,calm,44,59,94,91,calm
611,분노가 치밀어 붉게,angry,338,62,21,78,angry
612,우울하니 파랗게,sad,250,67,30,100,sad
613,지쳐서 은은하게,tired,203,62,96,45,tired
614,우울하니 파랗게,sad,229,52,31,34,sad
615,에너지 넘치게 환하게,energetic,346,54,97,28,energetic
616,차갑고 선명한 빛으로,focused,120,93,100,37,focused
617,힘차게 켜줘,energetic,95,28,56,53,energetic
618,피곤하니 잔잔한 빛으로,tired,220,78,93,49,tired
619,집중 모드로 선명하게,focused,129,24,45,58,focused
620,오늘은 잔잔하고 조용하게,calm,125,24,45,69,calm
621,오늘은 좀 슬퍼 차갑게,sad,6,79,64,32,sad
622,포근하게 해줘,warm,32,84,44,65,warm
623,로맨틱하게 은은하게,romantic,113,26,21,49,romantic
624,활기차게 아침을 시작하고 싶어,energetic,61,30,21,49,energetic
625,로맨틱하게 은은하게,romantic,154,57,44,71,romantic
626,즐거우니 불을 환하게,happy,50,74,45,29,happy
627,집중 모드로 선명하게,focused,240,76,43,98,focused
628,즐거우니 불을 환하게,happy,351,64,69,70,happy
629,분위기 있게 보라빛으로,romantic,332,95,41,61,romantic
630,편안하게 차분한 불빛으로,calm,229,93,52,62,calm
631,우울하니 파랗게,sad,188,37,34,54,sad
632,피곤해 불 꺼줘,sleepy,208,76,67,55,sleepy
633,분노가 치밀어 붉게,angry,140,65,45,48,angry
634,차갑고 선명한 빛으로,focused,27,91,31,78,focused
635,너무 피곤하니 부드럽게 해줘,tired,331,55,53,67,tired
636,집중 모드로 선명하게,focused,138,20,57,61,focused
637,분노가 치밀어 붉게,angry,295,72,94,51,angry
638,잠 와서 어둡게 해줘,sleepy,237,82,25,69,sleepy
639,따뜻한 느낌으로 편안하게,warm,276,48,82,41,warm
640,오늘은 좀 슬퍼 차갑게,sad,245,41,30,40,sad
641,지쳐서 은은하게,tired,35,61,65,93,tired
642,분위기 있게 보라빛으로,romantic,169,91,28,98,romantic
643,편안하게 차분한 불빛으로,calm,29,52,88,45,calm
644,로맨틱하게 은은하게,romantic,87,79,100,87,romantic
645,마음이 답답하고 우울해,sad,249,47,90,97,sad
646,오늘 기분이 너무 좋아 환하게 켜줘,happy,146,25,61,72,happy
647,마음이 답답하고 우울해,sad,44,87,98,80,sad
648,로맨틱하게 은은하게,romantic,123,35,85,43,romantic
649,따뜻한 느낌으로 편안하게,warm,155,85,69,83,warm
650,지쳐서 은은하게,tired,294,78,69,87,tired
651,즐거우니 불을 환하게,happy,153,58,24,98,happy
652,우울하니 파랗게,sad,279,92,38,41,sad
653,은은하고 따뜻하게,warm,222,32,35,69,warm
654,은은하고 따뜻하게,warm,142,21,25,63,warm
655,로맨틱하게 은은하게,romantic,217,65,20,95,romantic
656,지쳐서 은은하게,tired,271,57,29,93,tired
657,너무 졸려 불 조금만 줄여줘,sleepy,150,87,29,84,sleepy
658,피곤해 불 꺼줘,sleepy,253,22,48,57,sleepy
659,우울하니 파랗게,sad,138,27,88,92,sad
660,오늘 기분이 너무 좋아 환하게 켜줘,happy,145,46,55,76,happy
661,짜증나니까 빨갛게 바꿔,angry,212,78,61,21,angry
662,오늘은 잔잔하고 조용하게,calm,188,71,68,69,calm
663,차갑고 선명한 빛으로,focused,272,28,53,54,focused
664,낭만적인 분위기로 보라색 켜줘,romantic,282,26,89,86,romantic
665,너무 피곤하니 부드럽게 해줘,tired,303,43,60,33,tired
666,피곤해 불 꺼줘,sleepy,117,92,97,53,sleepy
667,고요하게 낮춰줘,calm,47,44,94,83,calm
668,피곤하니 잔잔한 빛으로,tired,309,67,84,37,tired
669,지쳐서 은은하게,tired,237,71,89,61,tired
670,오늘은 좀 슬퍼 차갑게,sad,343,28,63,96,sad
671,짜증나니까 빨갛게 바꿔,angry,113,60,93,29,angry
672,우울하니 파랗게,sad,212,47,29,74,sad
673,집중 모드로 선명하게,focused,49,21,69,75,focused
674,편안하게 차분한 불빛으로,calm,87,94,37,73,calm
675,낭만적인 분위기로 보라색 켜줘,romantic,296,81,59,59,romantic
676,오늘은 잔잔하고 조용하게,calm,235,47,84,58,calm
677,에너지 넘치게 환하게,energetic,209,75,72,97,energetic
678,활기차게 아침을 시작하고 싶어,energetic,66,80,85,60,energetic
679,고요하게 낮춰줘,calm,151,29,38,31,calm
680,편안하게 차분한 불빛으로,calm,60,70,35,100,calm
681,분위기 있게 보라빛으로,romantic,296,39,35,60,romantic
682,오늘은 좀 슬퍼 차갑게,sad,87,56,64,32,sad
683,기분이 상쾌해 밝게 해줘,happy,46,42,53,33,happy
684,고요하게 낮춰줘,calm,150,62,38,44,calm
685,우울하니 파랗게,sad,26,26,99,84,sad
686,활기차게 아침을 시작하고 싶어,energetic,100,36,90,71,energetic
687,잠 와서 어둡게 해줘,sleepy,41,59,29,33,sleepy
688,분노가 치밀어 붉게,angry,218,44,91,60,angry
689,마음이 답답하고 우울해,sad,77,54,23,40,sad
690,오늘은 좀 슬퍼 차갑게,sad,243,41,99,89,sad
691,차갑고 선명한 빛으로,focused,203,95,31,54,focused
692,낭만적인 분위기로 보라색 켜줘,romantic,224,88,88,46,romantic
693,즐거우니 불을 환하게,happy,257,91,46,69,happy
694,활기차게 아침을 시작하고 싶어,energetic,266,61,34,69,energetic
695,우울하니 파랗게,sad,320,28,60,40,sad
696,편안하게 차분한 불빛으로,calm,57,83,78,84,calm
697,피곤하니 잔잔한 빛으로,tired,343,84,82,51,tired
698,분위기 있게 보라빛으로,romantic,303,73,49,81,romantic
699,고요하게 낮춰줘,calm,7,40,40,23,calm
700,고요하게 낮춰줘,calm,71,82,61,62,calm
701,따뜻한 느낌으로 편안하게,warm,14,40,90,27,warm
702,편안하게 차분한 불빛으로,calm,36,83,77,36,calm
703,화가 나서 강렬하게,angry,300,95,68,88,angry
704,마음이 답답하고 우울해,sad,293,86,36,59,sad
705,힘차게 켜줘,energetic,332,60,29,81,energetic
706,활기차게 아침을 시작하고 싶어,energetic,199,76,56,94,energetic
707,짜증나니까 빨갛게 바꿔,angry,195,60,33,90,angry
708,너무 졸려 불 조금만 줄여줘,sleepy,271,75,99,86,sleepy
709,분위기 있게 보라빛으로,romantic,173,75,22,63,romantic
710,기분이 상쾌해 밝게 해줘,happy,98,20,23,83,happy
711,오늘 기분이 너무 좋아 환하게 켜줘,happy,90,100,73,45,happy
712,은은하고 따뜻하게,warm,9,57,94,40,warm
713,기분이 상쾌해 밝게 해줘,happy,108,96,69,48,happy
714,우울하니 파랗게,sad,106,95,62,83,sad
715,짜증나니까 빨갛게 바꿔,angry,76,33,94,42,angry
716,너무 피곤하니 부드럽게 해줘,tired,305,53,57,23,tired
717,피곤하니 잔잔한 빛으로,tired,119,84,58,70,tired
718,차갑고 선명한 빛으로,focused,157,32,83,89,focused
719,너무 졸려 불 조금만 줄여줘,sleepy,4,67,55,82,sleepy
720,은은하고 따뜻하게,warm,241,50,28,45,warm
721,지쳐서 은은하게,tired,150,94,39,94,tired
722,기분이 상쾌해 밝게 해줘,happy,354,94,86,42,happy
723,오늘 기분이 너무 좋아 환하게 켜줘,happy,192,62,64,88,happy
724,힘차게 켜줘,energetic,0,61,33,72,energetic
725,분노가 치밀어 붉게,angry,32,29,78,72,angry
726,오늘은 잔잔하고 조용하게,calm,40,27,96,82,calm
727,화가 나서 강렬하게,angry,222,97,84,55,angry
728,너무 졸려 불 조금만 줄여줘,sleepy,205,28,49,43,sleepy
729,피곤하니 잔잔한 빛으로,tired,172,87,91,62,tired
730,분위기 있게 보라빛으로,romantic,275,87,39,63,romantic
731,우울하니 파랗게,sad,322,99,43,39,sad
732,활기차게 아침을 시작하고 싶어,energetic,332,65,89,50,energetic
733,차갑고 선명한 빛으로,focused,347,71,33,63,focused
734,편안하게 차분한 불빛으로,calm,81,63,35,97,calm
735,너무 피곤하니 부드럽게 해줘,tired,157,63,70,39,tired
736,지쳐서 은은하게,tired,27,39,45,27,tired
737,짜증나니까 빨갛게 바꿔,angry,11,91,21,45,angry
738,피곤하니 잔잔한 빛으로,tired,291,33,96,81,tired
739,화가 나서 강렬하게,angry,334,42,83,70,angry
740,활기차게 아침을 시작하고 싶어,energetic,232,100,47,31,energetic
741,화가 나서 강렬하게,angry,95,62,49,38,angry
742,너무 졸려 불 조금만 줄여줘,sleepy,201,21,63,42,sleepy
743,분노가 치밀어 붉게,angry,8,28,57,72,angry
744,화가 나서 강렬하게,angry,23,74,56,54,angry
745,고요하게 낮춰줘,calm,185,22,90,44,calm
746,은은하고 따뜻하게,warm,58,82,89,99,warm
747,로맨틱하게 은은하게,romantic,171,63,71,65,romantic
748,기분이 상쾌해 밝게 해줘,happy,71,58,76,59,happy
749,우울하니 파랗게,sad,34,100,60,44,sad
750,피곤해 불 꺼줘,sleepy,144,65,73,52,sleepy
751,집중 모드로 선명하게,focused,298,85,84,77,focused
752,집중 모드로 선명하게,focused,277,31,39,22,focused
753,집중 모드로 선명하게,focused,146,81,91,95,focused
754,힘차게 켜줘,energetic,350,38,27,31,energetic
755,너무 졸려 불 조금만 줄여줘,sleepy,329,86,99,74,sleepy
756,차갑고 선명한 빛으로,focused,192,34,51,21,focused
757,따뜻한 느낌으로 편안하게,warm,360,53,39,64,warm
758,피곤해 불 꺼줘,sleepy,173,79,40,88,sleepy
759,오늘은 좀 슬퍼 차갑게,sad,326,88,96,52,sad
760,따뜻한 느낌으로 편안하게,warm,122,50,51,68,warm
761,따뜻한 느낌으로 편안하게,warm,356,30,96,63,warm
762,지쳐서 은은하게,tired,139,95,57,62,tired
763,오늘은 좀 슬퍼 차갑게,sad,260,87,70,75,sad
764,포근하게 해줘,warm,43,69,91,38,warm
765,너무 졸려 불 조금만 줄여줘,sleepy,13,33,68,41,sleepy
766,분위기 있게 보라빛으로,romantic,237,29,65,88,romantic
767,포근하게 해줘,warm,293,75,67,97,warm
768,활기차게 아침을 시작하고 싶어,energetic,99,42,74,92,energetic
769,너무 졸려 불 조금만 줄여줘,sleepy,287,35,31,52,sleepy
770,낭만적인 분위기로 보라색 켜줘,romantic,63,48,54,44,romantic
771,낭만적인 분위기로 보라색 켜줘,romantic,138,22,44,75,romantic
772,포근하게 해줘,warm,50,93,96,26,warm
773,너무 졸려 불 조금만 줄여줘,sleepy,353,94,55,40,sleepy
774,에너지 넘치게 환하게,energetic,269,52,42,77,energetic
775,힘차게 켜줘,energetic,9,62,22,29,energetic
776,지쳐서 은은하게,tired,241,27,80,64,tired
777,너무 졸려 불 조금만 줄여줘,sleepy,12,21,97,33,sleepy
778,분위기 있게 보라빛으로,romantic,299,42,21,27,romantic
779,편안하게 차분한 불빛으로,calm,37,65,56,68,calm
780,집중 모드로 선명하게,focused,347,40,97,88,focused
781,지쳐서 은은하게,tired,210,86,74,88,tired
782,피곤해 불 꺼줘,sleepy,181,51,27,50,sleepy
783,너무 피곤하니 부드럽게 해줘,tired,81,35,25,47,tired
784,우울하니 파랗게,sad,323,43,69,97,sad
785,짜증나니까 빨갛게 바꿔,angry,24,59,85,37,angry
786,잠 와서 어둡게 해줘,sleepy,235,28,97,79,sleepy
787,로맨틱하게 은은하게,romantic,263,58,23,32,romantic
788,은은하고 따뜻하게,warm,316,99,59,70,warm
789,너무 졸려 불 조금만 줄여줘,sleepy,63,93,49,68,sleepy
790,힘차게 켜줘,energetic,132,58,86,44,energetic
791,피곤하니 잔잔한 빛으로,tired,242,43,84,23,tired
792,분위기 있게 보라빛으로,romantic,90,53,60,22,romantic
793,오늘은 좀 슬퍼 차갑게,sad,285,59,20,92,sad
794,은은하고 따뜻하게,warm,86,29,80,79,warm
795,기분이 상쾌해 밝게 해줘,happy,43,38,53,31,happy
796,고요하게 낮춰줘,calm,8,97,42,60,calm
797,우울하니 파랗게,sad,142,49,24,21,sad
798,우울하니 파랗게,sad,323,27,57,79,sad
799,포근하게 해줘,warm,344,75,61,98,warm
800,차갑고 선명한 빛으로,focused,317,55,58,27,focused
801,오늘은 좀 슬퍼 차갑게,sad,128,38,65,55,sad
802,화가 나서 강렬하게,angry,231,50,32,20,angry
803,지쳐서 은은하게,tired,357,97,60,37,tired
804,활기차게 아침을 시작하고 싶어,energetic,175,66,56,79,energetic
805,분위기 있게 보라빛으로,romantic,172,41,58,58,romantic
806,낭만적인 분위기로 보라색 켜줘,romantic,87,48,45,99,romantic
807,우울하니 파랗게,sad,306,52,78,44,sad
808,차갑고 선명한 빛으로,focused,158,81,51,56,focused
809,오늘 기분이 너무 좋아 환하게 켜줘,happy,78,28,96,22,happy
810,편안하게 차분한 불빛으로,calm,88,37,44,32,calm
811,분위기 있게 보라빛으로,romantic,96,21,28,88,romantic
812,차갑고 선명한 빛으로,focused,151,43,77,71,focused
813,힘차게 켜줘,energetic,277,70,50,83,energetic
814,오늘 기분이 너무 좋아 환하게 켜줘,happy,339,77,35,77,happy
815,로맨틱하게 은은하게,romantic,63,30,31,83,romantic
816,오늘은 좀 슬퍼 차갑게,sad,359,95,83,76,sad
817,낭만적인 분위기로 보라색 켜줘,romantic,282,79,28,65,romantic
818,은은하고 따뜻하게,warm,99,40,88,43,warm
819,분위기 있게 보라빛으로,romantic,243,41,63,100,romantic
820,너무 졸려 불 조금만 줄여줘,sleepy,333,24,63,80,sleepy
821,짜증나니까 빨갛게 바꿔,angry,120,78,33,60,angry
822,따뜻한 느낌으로 편안하게,warm,229,98,98,91,warm
823,지쳐서 은은하게,tired,189,30,85,80,tired
824,로맨틱하게 은은하게,romantic,240,61,99,70,romantic
825,힘차게 켜줘,energetic,13,55,81,36,energetic
826,즐거우니 불을 환하게,happy,235,99,83,73,happy
827,낭만적인 분위기로 보라색 켜줘,romantic,6,94,73,42,romantic
828,집중 모드로 선명하게,focused,191,77,91,93,focused
829,피곤하니 잔잔한 빛으로,tired,171,95,33,66,tired
830,분위기 있게 보라빛으로,romantic,138,75,49,86,romantic
831,고요하게 낮춰줘,calm,152,64,55,21,calm
832,잠 와서 어둡게 해줘,sleepy,259,95,66,42,sleepy
833,우울하니 파랗게,sad,90,55,68,60,sad
834,마음이 답답하고 우울해,sad,83,71,53,82,sad
835,분노가 치밀어 붉게,angry,80,32,86,93,angry
836,좀 차갑게 집중할 수 있게,focused,240,25,100,87,focused
837,오늘은 잔잔하고 조용하게,calm,135,83,29,77,calm
838,포근하게 해줘,warm,269,55,54,20,warm
839,에너지 넘치게 환하게,energetic,307,41,70,86,energetic
840,피곤하니 잔잔한 빛으로,tired,251,32,37,78,tired
841,활기차게 아침을 시작하고 싶어,energetic,127,26,61,38,energetic
842,피곤해 불 꺼줘,sleepy,122,92,79,76,sleepy
843,피곤하니 잔잔한 빛으로,tired,343,47,43,75,tired
844,오늘은 좀 슬퍼 차갑게,sad,252,91,98,21,sad
845,기분이 상쾌해 밝게 해줘,happy,32,65,38,70,happy
846,분노가 치밀어 붉게,angry,131,38,80,87,angry
847,즐거우니 불을 환하게,happy,278,42,79,82,happy
848,포근하게 해줘,warm,353,91,25,98,warm
849,로맨틱하게 은은하게,romantic,350,42,69,43,romantic
850,피곤하니 잔잔한 빛으로,tired,63,22,29,44,tired
851,너무 졸려 불 조금만 줄여줘,sleepy,158,32,30,92,sleepy
852,짜증나니까 빨갛게 바꿔,angry,206,61,25,66,angry
853,낭만적인 분위기로 보라색 켜줘,romantic,200,77,62,45,romantic
854,지쳐서 은은하게,tired,193,96,38,94,tired
855,지쳐서 은은하게,tired,236,71,25,20,tired
856,우울하니 파랗게,sad,143,42,96,41,sad
857,고요하게 낮춰줘,calm,310,59,51,62,calm
858,활기차게 아침을 시작하고 싶어,energetic,11,70,98,20,energetic
859,활기차게 아침을 시작하고 싶어,energetic,140,88,86,38,energetic
860,따뜻한 느낌으로 편안하게,warm,195,79,57,97,warm
861,기분이 상쾌해 밝게 해줘,happy,225,63,31,60,happy
862,편안하게 차분한 불빛으로,calm,15,90,97,33,calm
863,에너지 넘치게 환하게,energetic,36,80,20,72,energetic
864,활기차게 아침을 시작하고 싶어,energetic,211,66,21,83,energetic
865,고요하게 낮춰줘,calm,129,71,91,51,calm
866,마음이 답답하고 우울해,sad,88,81,95,34,sad
867,로맨틱하게 은은하게,romantic,247,47,78,20,romantic
868,화가 나서 강렬하게,angry,144,35,57,27,angry
869,좀 차갑게 집중할 수 있게,focused,237,51,21,89,focused
870,분노가 치밀어 붉게,angry,33,23,71,91,angry
871,우울하니 파랗게,sad,15,90,49,60,sad
872,집중 모드로 선명하게,focused,37,87,45,58,focused
873,로맨틱하게 은은하게,romantic,5,61,75,92,romantic
874,잠 와서 어둡게 해줘,sleepy,294,31,84,80,sleepy
875,오늘은 좀 슬퍼 차갑게,sad,247,71,95,92,sad
876,오늘 기분이 너무 좋아 환하게 켜줘,happy,311,21,40,28,happy
877,차갑고 선명한 빛으로,focused,147,32,95,93,focused
878,고요하게 낮춰줘,calm,224,72,82,92,calm
879,에너지 넘치게 환하게,energetic,271,41,23,65,energetic
880,지쳐서 은은하게,tired,169,94,31,28,tired
881,짜증나니까 빨갛게 바꿔,angry,146,25,98,60,angry
882,낭만적인 분위기로 보라색 켜줘,romantic,343,100,34,29,romantic
883,포근하게 해줘,warm,203,47,76,95,warm
884,너무 피곤하니 부드럽게 해줘,tired,346,72,84,69,tired
885,오늘은 잔잔하고 조용하게,calm,163,74,56,29,calm
