utt_id,text,h,s,b,dimmer,tag
297,가만히 평일 복도에 안개 낀 흘러가는 바람 결의 숨결,38,42,77,84,natural
298,바람 부는 밤 상쾌한 기분 사이로 환한 마음이 감싸는다,72,93,92,83,happy
299,은근히 새벽 방에 축축한 스며드는 거친 심장박동,351,98,90,80,angry
300,평일 방 울적한 기분 위로 길어진 침묵이 흘러가는는 느낌,218,53,41,26,lonely
301,저녁 방 따가운 신경 위로 뜨거운 숨결이 머무는는 느낌,15,99,70,74,angry
302,주말 작업실에 또렷한 시선이 따르는 공기,209,77,73,65,focused
303,쌀쌀한 오후 상쾌한 기분 사이로 고마운 하루이 깃드는다,108,61,97,86,grateful
304,은근히 모아지는 집중과 상쾌한 기분이 거실에 흘러가는 축축한 공기,189,79,69,62,focused
305,저녁 거실에 느릿한 시간이 깃드는 시선,64,46,50,62,calm
306,문득 잿빛 기분과 지친 기운이 작업실에 맴도는 흐린 공기,215,50,48,33,sad
307,밤 베란다 잔잔한 안정감 위로 소소한 기쁨이 스며드는는 느낌,46,85,94,81,happy
308,살며시 새벽 서재에 비 오는 적시는 거슬리는 기분,19,50,24,27,uncomfortable
309,살며시 차분한 마음결과 상쾌한 기분이 거실에 깃드는 바람 부는 공기,60,69,50,58,calm
310,흐린 주말 가벼운 발걸음 사이로 나뭇결의 고요이 깃드는다,37,49,92,87,natural
311,평일 베란다에 누그러진 긴장이 따르는 걸음,27,88,73,67,warm
312,저녁 작은 방에 잔 떨림의 손끝이 감싸는 걸음,181,69,59,45,anxious
313,저녁 작업실 무거운 마음 위로 묵직한 하루이 흘러가는는 느낌,38,60,50,34,tired
314,아련히 낮 서재에 축축한 감싸는 햇결 같은 평온,54,52,90,82,natural
315,은근히 낮 작은 방에 맑은 깃드는 한기 어린 마음,220,58,25,25,lonely
316,흐린 밤 거칠어진 감정 사이로 잦은 맥박이 적시는다,210,79,54,53,anxious
317,평일 부엌 활기찬 리듬 위로 환한 마음이 감싸는는 느낌,41,99,91,82,happy
318,저녁 작업실 감사한 마음 위로 충만한 미소이 스며드는는 느낌,87,76,98,86,grateful
319,아침 거실 무거운 마음 위로 찌릿한 눈가이 번지는는 느낌,29,46,23,36,uncomfortable
320,저녁 부엌에 은은한 설렘이 스며드는 시선,269,99,80,71,romantic
321,조용히 환한 마음과 감사한 마음이 베란다에 적시는 맑은 공기,48,80,100,95,happy
322,아침 베란다 감사한 마음 위로 속삭이는 밤이 머무는는 느낌,276,87,78,65,romantic
323,문득 바람 결의 숨결과 설레는 느낌이 작업실에 스며드는 흐린 공기,41,43,78,75,natural
324,밤 방 들뜬 마음 위로 환한 마음이 머무는는 느낌,75,83,95,85,happy
325,밤 거실 고요한 평온 위로 누그러진 긴장이 감싸는는 느낌,29,91,76,59,warm
326,안개 낀 새벽 메마른 하루 사이로 축 처진 기운이 따르는다,34,49,43,44,tired
327,아침 복도에 은은한 설렘이 깃드는 발자국,291,100,75,63,romantic
328,천천히 낮 작은 방에 바람 부는 번지는 고마운 하루,79,76,87,90,grateful
329,오후 거실 상쾌한 기분 위로 은은한 설렘이 감싸는는 느낌,268,100,94,67,romantic
330,흐린 평일 들뜬 마음 사이로 가지런한 호흡이 맴도는다,207,74,60,68,focused
331,평일 복도에 늘어진 하품이 깃드는 손끝,202,32,20,23,sleepy
332,살며시 뜨거운 숨결과 거칠어진 감정이 방에 감싸는 포근한 공기,356,99,76,65,angry
333,천천히 낮 복도에 쌀쌀한 깃드는 따뜻한 배려의 흔적,76,61,98,80,grateful
334,밤 작은 방에 좁아진 호흡이 번지는 공기,207,62,60,46,anxious
335,오래도록 저녁 부엌에 안개 낀 스며드는 묵직한 하루,34,54,40,35,tired
336,오후 서재에 고마운 하루이 감싸는 시선,79,65,93,90,grateful
337,어느새 쫓기는 생각과 울적한 기분이 거실에 머무는 축축한 공기,214,61,57,51,anxious
338,밤 복도에 거친 심장박동이 흘러가는 맥박,13,98,75,70,angry
339,문득 저녁 작업실에 바람 부는 감싸는 반짝이는 순간,54,88,91,76,happy
340,천천히 따스한 숨결과 잔잔한 안정감이 작업실에 흘러가는 맑은 공기,29,78,73,56,warm
341,저녁 베란다 고요한 평온 위로 바람 결의 숨결이 스며드는는 느낌,66,41,87,83,natural
342,조용히 고마운 하루과 잔잔한 안정감이 작업실에 적시는 축축한 공기,70,60,82,79,grateful
343,평일 방에 잦은 맥박이 적시는 걸음,199,64,52,49,anxious
344,비 오는 낮 거칠어진 감정 사이로 묵직한 하루이 따르는다,11,58,54,41,tired
345,오래도록 말린 어깨과 지친 기운이 거실에 감싸는 축축한 공기,11,42,55,45,tired
346,평일 작은 방에 묵직한 하루이 깃드는 생각,44,43,46,39,tired
347,주말 복도에 포개진 졸음이 맴도는 공기,230,25,24,33,sleepy
348,저녁 베란다에 고요한 호흡이 번지는 시선,18,48,50,65,calm
349,아련히 서걱대는 마음과 따가운 신경이 부엌에 스며드는 쌀쌀한 공기,14,46,21,26,uncomfortable
350,낮 거실에 길어진 침묵이 머무는 발자국,238,50,36,37,lonely
351,새벽 서재에 유쾌한 웃음이 따르는 맥박,79,89,93,91,happy
352,어느새 밤 작은 방에 바람 부는 머무는 탄력 있는 리듬,69,100,98,100,energetic
353,가만히 아침 복도에 흐린 흘러가는 유쾌한 웃음,80,83,95,87,happy
354,가만히 주말 방에 쌀쌀한 스며드는 따뜻한 배려의 흔적,85,74,83,78,grateful
355,평일 작은 방 들뜬 마음 위로 가지런한 호흡이 맴도는는 느낌,189,83,62,63,focused
356,비 오는 저녁 설레는 느낌 사이로 탄력 있는 리듬이 스며드는다,52,100,98,97,energetic
357,살며시 팽팽한 의지과 활기찬 리듬이 작은 방에 깃드는 비 오는 공기,80,99,100,99,energetic
358,가만히 아침 서재에 흐린 적시는 충만한 미소,83,79,84,77,grateful
359,쌀쌀한 주말 메마른 하루 사이로 거슬리는 기분이 흘러가는다,24,59,38,30,uncomfortable
360,밤 작은 방에 거슬리는 기분이 적시는 손끝,21,51,38,43,uncomfortable
361,문득 낮 작업실에 포근한 적시는 고마운 하루,79,66,92,78,grateful
362,조용히 느릿한 시간과 가벼운 발걸음이 서재에 감싸는 쌀쌀한 공기,56,43,44,55,calm
363,낮 서재에 고마운 하루이 머무는 걸음,109,70,88,80,grateful
364,안개 낀 오후 상쾌한 기분 사이로 탄력 있는 리듬이 따르는다,51,100,100,90,energetic
365,쌀쌀한 주말 무거운 마음 사이로 비어 있는 자리이 머무는다,218,61,31,41,lonely
366,주말 거실 가벼운 발걸음 위로 환한 마음이 머무는는 느낌,55,88,100,92,happy
367,천천히 새벽 거실에 비 오는 흘러가는 느릿한 시간,37,60,40,45,calm
368,밤 부엌에 잦은 맥박이 스며드는 손끝,220,80,61,53,anxious
369,천천히 따스한 숨결과 활기찬 리듬이 작업실에 감싸는 안개 낀 공기,29,81,77,69,warm
370,밤 작업실 울적한 기분 위로 좁아진 호흡이 흘러가는는 느낌,199,64,59,49,anxious
371,맑은 주말 따가운 신경 사이로 늘어진 하품이 적시는다,222,33,22,28,sleepy
372,아침 서재에 포개진 감사이 감싸는 시선,71,65,84,88,grateful
373,어느새 잔잔한 파도과 가벼운 발걸음이 작은 방에 깃드는 안개 낀 공기,35,57,41,54,calm
374,비 오는 저녁 메마른 하루 사이로 좁아진 호흡이 깃드는다,193,68,53,52,anxious
375,낮 작은 방 설레는 느낌 위로 모아지는 집중이 감싸는는 느낌,189,73,75,76,focused
376,문득 평일 서재에 흐린 번지는 보랏빛 감성,288,100,84,71,romantic
377,흐린 아침 잔잔한 안정감 사이로 나뭇결의 고요이 번지는다,65,37,87,80,natural
378,밤 방 상쾌한 기분 위로 잔잔한 파도이 스며드는는 느낌,17,55,51,63,calm
379,오래도록 아침 베란다에 쌀쌀한 번지는 거슬리는 기분,28,48,21,40,uncomfortable
380,축축한 밤 가벼운 발걸음 사이로 가지런한 호흡이 따르는다,210,86,79,70,focused
381,새벽 부엌 상쾌한 기분 위로 차분한 마음결이 적시는는 느낌,52,42,56,46,calm
382,밤 부엌 활기찬 리듬 위로 또렷한 시선이 맴도는는 느낌,191,89,77,69,focused
383,오후 작업실 설레는 느낌 위로 팽팽한 의지이 번지는는 느낌,65,100,96,93,energetic
384,오래도록 늘어진 하품과 쓸쓸한 생각이 부엌에 감싸는 바람 부는 공기,199,33,17,26,sleepy
385,오후 거실에 담백한 온기이 흘러가는 시선,23,81,84,65,warm
386,가만히 새벽 작은 방에 포근한 스며드는 날 선 감정,3,99,87,71,angry
387,쌀쌀한 밤 활기찬 리듬 사이로 또렷한 시선이 따르는다,208,81,64,60,focused
388,새벽 방에 포근한 마음결이 맴도는 발자국,38,75,90,62,warm
389,포근한 새벽 활기찬 리듬 사이로 담백한 온기이 스며드는다,37,81,90,67,warm
390,축축한 주말 설레는 느낌 사이로 고요한 호흡이 흘러가는다,64,55,51,60,calm
391,바람 부는 아침 거칠어진 감정 사이로 축 처진 기운이 번지는다,49,50,47,42,tired
392,천천히 모아지는 집중과 고요한 평온이 작은 방에 스며드는 흐린 공기,205,74,62,71,focused
393,흐린 주말 상쾌한 기분 사이로 바람 결의 숨결이 맴도는다,48,52,80,74,natural
394,비 오는 아침 따가운 신경 사이로 잔 떨림의 손끝이 맴도는다,217,80,51,42,anxious
395,문득 고마운 하루과 상쾌한 기분이 거실에 스며드는 비 오는 공기,105,66,94,86,grateful
396,맑은 낮 가벼운 발걸음 사이로 도약하는 기분이 맴도는다,63,100,98,93,energetic
397,은근히 평일 작업실에 맑은 맴도는 길어진 침묵,212,52,39,27,lonely
398,밤 작은 방에 찌릿한 눈가이 적시는 호흡,22,53,36,40,uncomfortable
399,아련히 평일 방에 흐린 머무는 한기 어린 마음,234,63,43,36,lonely
400,저녁 베란다에 포근한 마음결이 깃드는 걸음,45,84,72,57,warm
401,조용히 밤 복도에 포근한 따르는 창가의 잔빛,66,52,89,77,natural
402,조용히 주말 작업실에 안개 낀 흘러가는 한기 어린 마음,250,57,36,42,lonely
403,천천히 주말 방에 포근한 번지는 늘어진 하품,234,45,19,30,sleepy
404,포근한 새벽 거칠어진 감정 사이로 말린 어깨이 스며드는다,38,59,35,33,tired
405,살며시 고요한 호흡과 고요한 평온이 부엌에 흘러가는 비 오는 공기,42,55,54,49,calm
406,아침 거실에 축 처진 기운이 감싸는 리듬,29,43,54,48,tired
407,안개 낀 낮 메마른 하루 사이로 서걱대는 마음이 스며드는다,11,43,25,28,uncomfortable
408,살며시 주말 복도에 비 오는 적시는 가라앉은 표정,230,72,41,37,sad
409,맑은 아침 잔잔한 안정감 사이로 햇결 같은 평온이 흘러가는다,49,49,80,86,natural
410,살며시 새벽 작은 방에 쌀쌀한 감싸는 비어 있는 자리,245,54,27,31,lonely
411,오래도록 밤 부엌에 포근한 머무는 탄력 있는 리듬,79,100,100,97,energetic
412,새벽 베란다에 쫓기는 생각이 깃드는 손끝,217,72,49,50,anxious
413,평일 베란다 울적한 기분 위로 좁아진 호흡이 번지는는 느낌,205,72,64,56,anxious
414,오후 거실에 충만한 미소이 적시는 호흡,107,78,94,89,grateful
415,아침 거실에 잔 떨림의 손끝이 따르는 호흡,219,76,47,60,anxious
416,축축한 평일 무거운 마음 사이로 포개진 졸음이 따르는다,226,35,29,23,sleepy
417,살며시 보랏빛 감성과 고요한 평온이 거실에 따르는 안개 낀 공기,289,96,91,72,romantic
418,은근히 밤 복도에 포근한 스며드는 잦은 맥박,197,62,56,51,anxious
419,낮 방 들뜬 마음 위로 모아지는 집중이 깃드는는 느낌,189,77,66,70,focused
420,새벽 복도 울적한 기분 위로 느려진 시간이 감싸는는 느낌,228,32,18,28,sleepy
421,조용히 평일 방에 흐린 번지는 따스한 숨결,32,90,72,75,warm
422,안개 낀 아침 무거운 마음 사이로 느려진 시간이 스며드는다,204,37,20,20,sleepy
423,주말 부엌에 창가의 잔빛이 흘러가는 생각,53,35,80,87,natural
424,조용히 누그러진 긴장과 감사한 마음이 작업실에 흘러가는 맑은 공기,44,81,85,65,warm
425,조용히 가라앉은 표정과 메마른 하루이 방에 감싸는 바람 부는 공기,232,53,38,35,sad
426,포근한 주말 상쾌한 기분 사이로 가지런한 호흡이 적시는다,207,89,69,78,focused
427,저녁 거실 메마른 하루 위로 뜨거운 숨결이 깃드는는 느낌,349,100,80,77,angry
428,아침 거실에 나뭇결의 고요이 맴도는 맥박,42,49,82,76,natural
429,어느새 아침 방에 바람 부는 흘러가는 유쾌한 웃음,40,91,89,90,happy
430,새벽 서재 활기찬 리듬 위로 박차는 발걸음이 따르는는 느낌,80,100,100,91,energetic
431,주말 거실에 느려진 시간이 번지는 호흡,192,32,17,28,sleepy
432,맑은 평일 활기찬 리듬 사이로 선명한 생각이 깃드는다,199,88,70,67,focused
433,아침 작은 방 활기찬 리듬 위로 모아지는 집중이 깃드는는 느낌,202,84,75,72,focused
434,오후 베란다에 은은한 설렘이 맴도는 시선,266,100,93,76,romantic
435,낮 거실 활기찬 리듬 위로 팽팽한 의지이 따르는는 느낌,52,98,95,95,energetic
436,축축한 오후 잔잔한 안정감 사이로 팽팽한 의지이 머무는다,51,100,100,100,energetic
437,쌀쌀한 새벽 들뜬 마음 사이로 충만한 미소이 맴도는다,70,68,97,86,grateful
438,조용히 포근한 마음결과 활기찬 리듬이 거실에 감싸는 포근한 공기,36,82,77,58,warm
439,새벽 서재에 충만한 미소이 감싸는 공기,95,78,89,92,grateful
440,가만히 아침 베란다에 흐린 깃드는 거슬리는 기분,8,49,40,41,uncomfortable
441,쌀쌀한 주말 감사한 마음 사이로 햇결 같은 평온이 깃드는다,36,43,84,79,natural
442,저녁 베란다 설레는 느낌 위로 충만한 미소이 흘러가는는 느낌,97,62,87,79,grateful
443,아련히 새벽 복도에 포근한 깃드는 한기 어린 마음,247,56,37,41,lonely
444,살며시 낮 작업실에 비 오는 맴도는 홀로 선 그림자,218,60,26,28,lonely
445,어느새 오후 거실에 안개 낀 적시는 잦은 맥박,194,62,51,49,anxious
446,아침 작업실 거칠어진 감정 위로 늘어진 하품이 머무는는 느낌,230,38,31,27,sleepy
447,안개 낀 새벽 감사한 마음 사이로 고요한 호흡이 적시는다,32,40,42,56,calm
448,은근히 밤 부엌에 쌀쌀한 머무는 말린 어깨,46,60,35,35,tired
449,오후 작업실에 소소한 기쁨이 흘러가는 손끝,49,95,100,77,happy
450,새벽 베란다에 가라앉은 표정이 따르는 리듬,222,49,35,50,sad
451,아련히 주말 복도에 포근한 적시는 홀로 선 그림자,246,68,42,41,lonely
452,흐린 낮 지친 기운 사이로 축 처진 기운이 흘러가는다,14,52,40,39,tired
453,어느새 햇결 같은 평온과 고요한 평온이 작업실에 따르는 맑은 공기,34,43,86,83,natural
454,낮 부엌에 탄력 있는 리듬이 흘러가는 공기,70,100,96,94,energetic
455,가만히 바람 결의 숨결과 활기찬 리듬이 베란다에 깃드는 쌀쌀한 공기,64,52,84,81,natural
456,오래도록 고마운 하루과 활기찬 리듬이 방에 깃드는 축축한 공기,88,72,85,92,grateful
457,은근히 아침 베란다에 맑은 감싸는 좁아진 호흡,206,65,56,55,anxious
458,가만히 축 처진 기운과 무거운 마음이 작은 방에 따르는 흐린 공기,37,55,36,45,tired
459,새벽 복도에 느려진 시간이 따르는 손끝,220,40,33,27,sleepy
460,어느새 차분한 마음결과 상쾌한 기분이 복도에 머무는 비 오는 공기,48,68,42,51,calm
461,주말 작업실에 길어진 침묵이 머무는 리듬,213,62,38,39,lonely
462,맑은 새벽 가벼운 발걸음 사이로 포근한 마음결이 감싸는다,18,79,90,63,warm
463,새벽 부엌 활기찬 리듬 위로 가지런한 호흡이 깃드는는 느낌,207,84,65,78,focused
464,문득 저녁 작업실에 맑은 적시는 바람 결의 숨결,40,37,87,79,natural
465,주말 복도 설레는 느낌 위로 느릿한 시간이 깃드는는 느낌,34,61,49,45,calm
466,포근한 아침 무거운 마음 사이로 늘어진 하품이 따르는다,194,42,20,34,sleepy
467,안개 낀 평일 설레는 느낌 사이로 속삭이는 밤이 번지는다,295,99,77,79,romantic
468,저녁 부엌에 잔 떨림의 손끝이 감싸는 공기,220,77,55,56,anxious
469,비 오는 아침 무거운 마음 사이로 잿빛 기분이 따르는다,215,53,45,33,sad
470,흐린 저녁 따가운 신경 사이로 낮게 깔린 생각이 맴도는다,234,46,48,48,sad
471,낮 서재에 반짝이는 순간이 감싸는 호흡,41,99,98,76,happy
472,아침 서재에 비어 있는 자리이 깃드는 호흡,212,51,45,39,lonely
473,쌀쌀한 오후 가벼운 발걸음 사이로 나뭇결의 고요이 적시는다,55,37,80,83,natural
474,축축한 오후 따가운 신경 사이로 한기 어린 마음이 머무는다,215,52,31,42,lonely
475,은근히 저녁 복도에 포근한 흘러가는 박차는 발걸음,53,100,100,91,energetic
476,낮 서재에 환한 마음이 감싸는 리듬,49,92,90,93,happy
477,오후 서재 고요한 평온 위로 은은한 설렘이 따르는는 느낌,272,91,95,80,romantic
478,어느새 새벽 서재에 비 오는 감싸는 선명한 생각,205,79,77,71,focused
479,은근히 평일 서재에 안개 낀 감싸는 가지런한 호흡,215,83,67,78,focused
480,어느새 새벽 거실에 포근한 스며드는 촉촉한 눈가,200,70,39,44,sad
481,쌀쌀한 밤 쓸쓸한 생각 사이로 늘어진 하품이 적시는다,229,25,24,20,sleepy
482,천천히 주말 서재에 포근한 맴도는 바람 결의 숨결,42,39,87,74,natural
483,안개 낀 새벽 들뜬 마음 사이로 느릿한 시간이 깃드는다,51,62,60,48,calm
484,살며시 보랏빛 감성과 잔잔한 안정감이 작업실에 번지는 포근한 공기,279,89,92,63,romantic
485,문득 유쾌한 웃음과 활기찬 리듬이 베란다에 흘러가는 포근한 공기,52,90,100,91,happy
486,낮 방에 속삭이는 밤이 스며드는 리듬,281,96,90,74,romantic
487,평일 복도에 늘어진 하품이 머무는 손끝,220,41,27,25,sleepy
488,가만히 느릿한 시간과 활기찬 리듬이 부엌에 깃드는 쌀쌀한 공기,59,65,54,53,calm
489,문득 밤 복도에 바람 부는 따르는 차분한 마음결,54,59,47,64,calm
490,평일 복도에 서걱대는 마음이 감싸는 걸음,6,54,30,38,uncomfortable
491,오후 방에 또렷한 시선이 적시는 발자국,191,70,67,77,focused
492,비 오는 밤 쓸쓸한 생각 사이로 가라앉은 체력이 따르는다,40,54,54,49,tired
493,쌀쌀한 오후 들뜬 마음 사이로 누그러진 긴장이 적시는다,21,87,88,62,warm
494,문득 거슬리는 기분과 쓸쓸한 생각이 서재에 감싸는 맑은 공기,19,41,22,25,uncomfortable
495,새벽 거실 거칠어진 감정 위로 가라앉은 표정이 번지는는 느낌,209,69,38,48,sad
496,주말 작은 방 따가운 신경 위로 잔 떨림의 손끝이 맴도는는 느낌,218,69,52,46,anxious
497,문득 탄력 있는 리듬과 활기찬 리듬이 작은 방에 감싸는 바람 부는 공기,78,100,96,100,energetic
498,천천히 모아지는 집중과 설레는 느낌이 작은 방에 맴도는 안개 낀 공기,189,83,71,63,focused
499,오래도록 따뜻한 배려의 흔적과 고요한 평온이 작업실에 깃드는 맑은 공기,70,61,91,86,grateful
500,안개 낀 낮 거칠어진 감정 사이로 묵직한 하루이 감싸는다,21,47,46,38,tired
501,새벽 작은 방 잔잔한 안정감 위로 달콤한 온기이 따르는는 느낌,280,87,75,79,romantic
502,평일 작은 방 상쾌한 기분 위로 창가의 잔빛이 적시는는 느낌,67,41,83,81,natural
503,밤 거실 거칠어진 감정 위로 가라앉은 표정이 적시는는 느낌,212,54,44,32,sad
504,문득 밤 부엌에 바람 부는 머무는 거친 심장박동,4,100,85,85,angry
505,축축한 저녁 활기찬 리듬 사이로 속삭이는 밤이 깃드는다,284,90,83,67,romantic
506,은근히 도약하는 기분과 잔잔한 안정감이 작은 방에 감싸는 비 오는 공기,87,100,95,94,energetic
507,밤 복도 무거운 마음 위로 비어 있는 자리이 번지는는 느낌,236,50,37,26,lonely
508,쌀쌀한 아침 거칠어진 감정 사이로 좁아진 호흡이 적시는다,205,66,47,47,anxious
509,아련히 포개진 졸음과 지친 기운이 서재에 따르는 포근한 공기,219,42,29,21,sleepy
510,오후 부엌 설레는 느낌 위로 보랏빛 감성이 머무는는 느낌,267,88,90,71,romantic
511,천천히 가라앉은 표정과 거칠어진 감정이 작은 방에 깃드는 안개 낀 공기,228,53,46,45,sad
512,평일 방 설레는 느낌 위로 창가의 잔빛이 따르는는 느낌,62,49,78,73,natural
513,문득 좁아진 호흡과 쓸쓸한 생각이 거실에 따르는 흐린 공기,217,67,63,45,anxious
514,평일 작은 방에 낮게 깔린 생각이 흘러가는 시선,234,66,35,54,sad
515,가만히 평일 서재에 쌀쌀한 스며드는 잔 떨림의 손끝,209,70,55,40,anxious
516,조용히 아침 복도에 축축한 번지는 햇결 같은 평온,62,48,83,88,natural
517,오후 방에 포개진 졸음이 깃드는 생각,226,33,23,25,sleepy
518,밤 서재에 한기 어린 마음이 감싸는 시선,249,62,42,42,lonely
519,문득 평일 작은 방에 안개 낀 적시는 바람 결의 숨결,46,47,91,72,natural
520,조용히 밤 거실에 바람 부는 깃드는 비어 있는 자리,248,53,43,40,lonely
521,조용히 충만한 미소과 감사한 마음이 부엌에 머무는 안개 낀 공기,77,60,91,88,grateful
522,가만히 반짝이는 순간과 가벼운 발걸음이 서재에 따르는 안개 낀 공기,49,81,95,89,happy
523,흐린 오후 거칠어진 감정 사이로 잦은 맥박이 맴도는다,204,72,54,42,anxious
524,낮 작은 방 무거운 마음 위로 축 처진 기운이 깃드는는 느낌,18,43,35,31,tired
525,아침 작은 방에 한기 어린 마음이 적시는 맥박,228,59,44,42,lonely
526,낮 방 따가운 신경 위로 포개진 졸음이 스며드는는 느낌,209,25,30,26,sleepy
527,낮 방에 또렷한 시선이 스며드는 생각,192,75,76,62,focused
528,은근히 새벽 방에 축축한 따르는 선명한 생각,214,90,67,77,focused
529,오후 복도 감사한 마음 위로 충만한 미소이 스며드는는 느낌,110,79,85,82,grateful
530,안개 낀 오후 메마른 하루 사이로 포개진 졸음이 깃드는다,208,41,21,27,sleepy
531,살며시 주말 복도에 쌀쌀한 감싸는 창가의 잔빛,47,37,78,88,natural
532,오후 복도에 따뜻한 배려의 흔적이 따르는 손끝,95,70,97,83,grateful
533,낮 거실 거칠어진 감정 위로 낮게 깔린 생각이 깃드는는 느낌,206,45,37,53,sad
534,새벽 작업실 잔잔한 안정감 위로 보랏빛 감성이 적시는는 느낌,290,88,79,64,romantic
535,아침 서재 울적한 기분 위로 쫓기는 생각이 흘러가는는 느낌,181,72,61,40,anxious
536,낮 서재 고요한 평온 위로 누그러진 긴장이 흘러가는는 느낌,44,86,87,68,warm
537,밤 거실에 햇결 같은 평온이 따르는 공기,34,40,89,80,natural
538,밤 거실 거칠어진 감정 위로 낮게 깔린 생각이 감싸는는 느낌,216,74,41,46,sad
539,어느새 오후 거실에 흐린 머무는 차분한 마음결,64,49,58,47,calm
540,오래도록 보랏빛 감성과 감사한 마음이 거실에 번지는 흐린 공기,272,98,76,72,romantic
541,은근히 낮 부엌에 쌀쌀한 흘러가는 달콤한 온기,277,89,88,75,romantic
542,새벽 부엌 가벼운 발걸음 위로 잔잔한 파도이 적시는는 느낌,51,55,48,52,calm
543,주말 베란다에 달콤한 온기이 스며드는 맥박,266,93,86,62,romantic
544,아침 베란다 상쾌한 기분 위로 잔잔한 파도이 따르는는 느낌,34,43,40,63,calm
545,어느새 말린 어깨과 따가운 신경이 방에 감싸는 맑은 공기,21,55,45,42,tired
546,아침 거실 상쾌한 기분 위로 잔잔한 파도이 스며드는는 느낌,63,61,56,61,calm
547,축축한 새벽 감사한 마음 사이로 느릿한 시간이 적시는다,52,48,41,49,calm
548,조용히 낮 방에 비 오는 깃드는 한기 어린 마음,246,65,44,28,lonely
549,쌀쌀한 오후 메마른 하루 사이로 찌릿한 눈가이 감싸는다,24,40,40,31,uncomfortable
550,평일 베란다 따가운 신경 위로 잿빛 기분이 흘러가는는 느낌,219,47,45,35,sad
551,새벽 베란다 들뜬 마음 위로 누그러진 긴장이 번지는는 느낌,17,84,78,55,warm
552,문득 비어 있는 자리과 메마른 하루이 복도에 적시는 바람 부는 공기,226,62,38,44,lonely
553,아련히 충만한 미소과 고요한 평온이 서재에 스며드는 안개 낀 공기,102,62,91,82,grateful
554,저녁 복도에 반짝이는 순간이 맴도는 생각,47,98,89,83,happy
555,가만히 홀로 선 그림자과 울적한 기분이 작은 방에 따르는 흐린 공기,233,67,42,42,lonely
556,아침 작업실에 창가의 잔빛이 적시는 발자국,56,46,81,81,natural
557,쌀쌀한 낮 잔잔한 안정감 사이로 따스한 숨결이 감싸는다,23,76,77,64,warm
558,오후 복도 거칠어진 감정 위로 묵직한 하루이 따르는는 느낌,17,57,48,45,tired
559,평일 서재에 느려진 시간이 따르는 걸음,212,26,32,40,sleepy
560,조용히 낮 작업실에 흐린 맴도는 축 처진 기운,41,56,36,46,tired
561,조용히 낮 부엌에 바람 부는 흘러가는 말린 어깨,23,52,47,32,tired
562,가만히 한기 어린 마음과 메마른 하루이 복도에 흘러가는 비 오는 공기,246,52,43,26,lonely
563,새벽 거실 가벼운 발걸음 위로 또렷한 시선이 맴도는는 느낌,200,79,65,78,focused
564,밤 작은 방 고요한 평온 위로 선명한 생각이 따르는는 느낌,214,71,66,72,focused
565,맑은 오후 활기찬 리듬 사이로 환한 마음이 맴도는다,41,97,99,86,happy
566,오래도록 오후 작업실에 안개 낀 감싸는 유쾌한 웃음,44,98,97,87,happy
567,축축한 낮 상쾌한 기분 사이로 나뭇결의 고요이 스며드는다,51,52,90,75,natural
568,가만히 비어 있는 자리과 쓸쓸한 생각이 서재에 적시는 포근한 공기,237,50,43,43,lonely
569,평일 작업실에 고마운 하루이 깃드는 생각,97,73,95,83,grateful
570,가만히 환한 마음과 상쾌한 기분이 복도에 흘러가는 맑은 공기,62,90,89,91,happy
571,밤 방 설레는 느낌 위로 충만한 미소이 스며드는는 느낌,100,68,92,81,grateful
572,맑은 새벽 메마른 하루 사이로 묵직한 하루이 맴도는다,28,55,39,34,tired
573,가만히 평일 복도에 축축한 번지는 홀로 선 그림자,234,63,28,34,lonely
574,쌀쌀한 낮 들뜬 마음 사이로 은은한 설렘이 스며드는다,278,95,85,72,romantic
575,오후 거실 가벼운 발걸음 위로 팽팽한 의지이 번지는는 느낌,61,100,100,99,energetic
576,맑은 아침 들뜬 마음 사이로 담백한 온기이 번지는다,21,84,82,71,warm
577,어느새 포근한 마음결과 설레는 느낌이 부엌에 깃드는 쌀쌀한 공기,16,82,78,58,warm
578,천천히 주말 작은 방에 쌀쌀한 번지는 가지런한 호흡,198,75,79,78,focused
579,비 오는 오후 가벼운 발걸음 사이로 달콤한 온기이 흘러가는다,295,93,78,69,romantic
580,조용히 담백한 온기과 고요한 평온이 부엌에 적시는 쌀쌀한 공기,38,80,71,68,warm
581,아침 부엌에 도약하는 기분이 적시는 걸음,86,95,96,100,energetic
582,살며시 저녁 거실에 흐린 감싸는 달콤한 온기,278,88,95,60,romantic
583,은근히 낮 작은 방에 비 오는 흘러가는 달콤한 온기,265,89,85,69,romantic
584,조용히 오후 부엌에 축축한 머무는 환한 마음,72,93,97,85,happy
585,천천히 새벽 서재에 바람 부는 머무는 느려진 시간,225,29,33,27,sleepy
586,비 오는 아침 감사한 마음 사이로 포근한 마음결이 적시는다,37,75,89,59,warm
587,평일 부엌 따가운 신경 위로 서걱대는 마음이 맴도는는 느낌,5,51,34,34,uncomfortable
588,낮 작업실에 가라앉은 표정이 번지는 생각,224,59,39,43,sad
589,비 오는 평일 쓸쓸한 생각 사이로 한기 어린 마음이 머무는다,217,58,45,41,lonely
590,어느새 아침 부엌에 안개 낀 번지는 팽팽한 의지,77,100,98,93,energetic
591,아침 거실 활기찬 리듬 위로 고요한 호흡이 적시는는 느낌,43,45,59,59,calm
